uid,latitude,longitude,date,split,season,region,severity,density
aqjj,41.9553,-73.4448,04/11/2019,train,11,2,1,5896.8
aqjx,35.68225,-79.07802,27/01/2016,train,1,4,1,17935
aqkm,35.70845057,-79.15902339,11/08/2021,train,8,4,1,1867
aqky,40.0289,-75.84969,23/08/2018,train,8,2,3,185933
aqlc,35.84,-79.0600073,04/06/2020,train,6,4,2,57607
aqmm,35.79,-79.03005036,04/09/2019,train,9,4,3,330538
aqnu,35.6530388,-79.26194475,10/06/2015,train,6,4,1,2759
aqny,35.68596116,-79.20079503,08/10/2014,train,10,4,4,2114517
aqoo,35.79,-79.03262092,18/05/2020,train,5,4,1,17750
aqov,36.03,-78.69201289,09/12/2020,train,12,4,1,14873
aqox,38.37611,-97.07583,20/06/2016,train,6,1,1,11970
aqpf,35.68093099,-79.21013803,14/02/2017,train,2,4,1,1162
aqqb,37.4125,-120.759,29/01/2021,train,1,3,4,3875000
aqqh,39.93591,-77.44946,07/10/2020,train,10,2,1,0
aqqs,37.4271,-120.674,10/12/2013,train,12,3,4,4161572
aqqv,35.63073569,-79.30337036,06/08/2015,train,8,4,3,172180
aqrc,35.68843633,-79.19619768,13/08/2020,train,8,4,1,18880
aqri,41.33692,-75.88528,10/05/2018,train,5,2,1,13867
aqrr,42.733333,-87.416667,26/03/2017,train,3,1,1,144.8025992
aqsg,42.60619,-83.53376,08/06/2017,train,6,1,1,15157
aqta,35.89250603,-79.01787748,12/07/2021,train,7,4,3,199446
aqte,40.40194,-76.05892,29/09/2021,train,9,2,3,321333
aqtr,35.79,-79.03222545,11/03/2020,train,3,4,1,6493
aqut,42.027378,-78.967089,20/08/2019,train,8,2,3,463449.4792
aqve,35.6999871,-79.17474337,18/09/2013,train,9,4,1,2541
aqxo,35.69083165,-79.19174863,15/01/2019,train,1,4,1,2463
aqzg,35.62591843,-79.31231789,24/05/2016,train,5,4,1,125
arcd,35.794,-79.0185817,24/05/2016,train,5,4,3,194242
ardi,40.38382,-76.0402,22/07/2019,train,7,2,3,159333
argk,37.4271,-120.674,10/06/2014,train,6,3,4,2370497
argt,37.4542,-120.608,08/05/2018,train,5,3,4,4321140.5
arjl,38.785,-121.653,21/03/2017,train,3,3,4,5612500
arka,35.88011442,-78.9187013,09/09/2015,train,9,4,2,21300
arkx,43.6916,-109.99787,22/09/2020,train,9,3,5,20812004.09
armb,35.69163009,-79.19026561,11/07/2018,train,7,4,1,1598
arnp,35.66450973,-79.24063875,13/06/2018,train,6,4,1,1670
aroo,35.88231944,-78.93634919,20/09/2016,train,9,4,2,65353
arpl,38.2996,-121.383,23/01/2018,train,1,3,4,5480000
arqh,36.16,-79.10009819,24/08/2020,train,8,4,2,25207
arqj,35.87,-79.08660274,19/09/2017,train,9,4,1,9141
arqn,36.17,-79.05185071,17/05/2018,train,5,4,1,2488
arro,35.75,-78.82,24/09/2020,train,9,4,4,1660161
artv,35.63864025,-79.28868849,06/05/2015,train,5,4,1,18484
arur,36.15,-79.10607969,18/06/2020,train,6,4,1,7338
arus,35.88784753,-78.98059321,16/05/2019,train,5,4,2,51754
arwu,38.1526,-121.501,18/07/2017,train,7,3,4,1614989
arwv,37.8717,-121.526,17/07/2018,train,7,3,3,852968
arxu,39.79722,-76.04278,07/08/2019,train,8,2,3,980000
aryw,35.66070383,-79.24770779,10/06/2020,train,6,4,1,13555
asau,35.976,-78.75191629,01/12/2015,train,12,4,1,5809
asbi,35.86163571,-78.770807,15/01/2014,train,1,4,1,36
ascv,35.794,-79.004,12/02/2013,train,2,4,2,36649
ascy,35.63789504,-79.29007264,22/06/2015,train,6,4,1,654
asdo,44.877646,-93.557842,23/09/2013,train,9,1,1,3991
aseg,36.04,-79.08808575,03/05/2018,train,5,4,1,193
aseq,37.5368,-121.049,13/08/2019,train,8,3,4,1504268
asgj,38.36472,-97.10194,31/07/2017,train,7,1,3,788319
asgp,41.841242,-78.994719,25/09/2019,train,9,2,1,1120.982659
asgu,37.2639,-120.906,21/05/2020,train,5,3,4,5970000
asgz,37.4271,-120.674,09/09/2014,train,9,3,4,3077157.5
ashi,35.794,-79.01685151,12/11/2015,train,11,4,3,116182
ashp,38.0601,-121.499,16/07/2013,train,7,3,4,2406318.5
asif,36.13,-79.11112195,23/06/2020,train,6,4,2,57510
asin,37.3992,-121.032,11/04/2017,train,4,3,4,5462500
askb,42.027378,-78.967089,30/08/2016,train,8,2,2,67485.40146
asmb,37.61429993,-97.62981051,22/08/2016,train,8,1,3,211050
asoc,37.2486,-120.851,14/07/2020,train,7,3,4,6255000
asoh,41.9219,-124.146,08/06/2017,train,6,3,4,1584539.998
asos,37.9286,-121.561,17/05/2016,train,5,3,4,1331673.5
aspl,36.03,-78.70618091,14/12/2021,train,12,4,1,14523
asrm,35.794,-79.01690095,12/11/2015,train,11,4,2,86653
assf,35.64556007,-79.27583568,10/04/2019,train,4,4,1,15768
assg,35.794,-79.01897717,07/06/2016,train,6,4,2,25818
assj,38.8121,-121.774,23/01/2020,train,1,3,4,1390010
assl,37.4419,-121.003,11/06/2019,train,6,3,4,2767790
astc,35.837,-79.001,17/02/2016,train,2,4,1,654
asvj,35.70142429,-79.17207394,23/04/2013,train,4,4,1,399
asxw,38.0739,-121.212,07/03/2016,train,3,3,4,4005260
aszq,35.65833512,-79.25210741,12/10/2021,train,10,4,1,182
atab,39.21155,-97.00559,11/07/2016,train,7,1,1,6300
ataj,41.55087787,-86.36162603,07/07/2020,train,7,1,3,193328
atbu,35.66568,-79.04814317,25/07/2015,train,7,4,2,29815
atdz,35.69383911,-79.1861626,13/12/2016,train,12,4,1,16256
atia,37.5368,-121.049,06/02/2019,train,2,3,4,1185131
atle,37.4806,-121.031,13/02/2018,train,2,3,4,1973204
atma,37.1366,-120.762,09/03/2021,train,3,3,4,5787500
atmh,40.98745,-90.39981,11/07/2017,train,7,1,3,624000
atnl,35.8756112,-78.88265983,28/04/2021,train,4,4,1,5386
atnq,37.6003,-121.224,13/08/2013,train,8,3,4,4912500
atnr,35.62476,-78.70593235,11/05/2016,train,5,4,1,6051
atog,36.17,-79.07216804,16/08/2018,train,8,4,3,132860
atqn,35.64729002,-79.27262247,22/03/2018,train,3,4,1,1987
atsh,37.9674,-121.464,16/05/2017,train,5,3,4,1136283.5
atue,37.2141,-120.561,13/09/2016,train,9,3,4,4917080
atvb,35.69330681,-79.18715127,18/04/2017,train,4,4,1,1409
atvc,35.65436,-79.01315481,31/08/2016,train,8,4,3,553802
atve,35.87660502,-78.89061381,12/10/2021,train,10,4,1,3169
atxa,36.16,-79.09999932,21/07/2020,train,7,4,1,19485
aucl,35.86626315,-78.80784271,07/12/2015,train,12,4,1,79
auco,41.890646,-78.925275,20/08/2013,train,8,2,1,9672.048193
audd,37.4788,-121.068,14/03/2017,train,3,3,4,4892500
audj,36.039,-79.08714651,25/07/2013,train,7,4,1,5635
aufi,35.66107643,-79.24701572,11/03/2020,train,3,4,1,125
aufq,35.79,-79.02807301,06/12/2018,train,12,4,1,9004
aufv,35.70453821,-79.16629017,29/09/2019,train,9,4,2,20200
aumk,35.87526958,-78.87992565,10/12/2020,train,12,4,1,132
auoy,35.79,-79.03751488,05/08/2021,train,8,4,3,161929
auqm,38.8121,-121.724,07/07/2015,train,7,3,4,2328162.5
aurz,35.86390284,-78.78895201,11/02/2015,train,2,4,1,581
auty,35.68242141,-79.20736974,07/06/2016,train,6,4,1,2334
auuv,35.88545617,-78.96145394,22/03/2018,train,3,4,2,33006
auvo,41.0491,-121.762,19/02/2019,train,2,3,4,6880000
auvw,37.5394,-121.122,13/05/2014,train,5,3,4,5082500
auvz,35.89784777,-79.06063012,24/05/2016,train,5,4,2,30316
auwg,35.52,-79.08235142,18/09/2017,train,9,4,1,3600
avap,35.88471081,-78.95548846,20/09/2017,train,9,4,2,48409
avas,42.052142,-78.876608,19/08/2013,train,8,2,3,121539.898
avbb,37.9674,-121.464,19/03/2019,train,3,3,3,895302.5
avdo,37.4972,-121.083,09/01/2018,train,1,3,4,5397500
avem,45.01082,-94.95729,22/08/2017,train,8,1,3,586220
avfl,35.63693691,-79.29185226,12/11/2015,train,11,4,1,5385
avhu,35.8,-79.03939337,16/08/2017,train,8,4,1,18153
avib,36.055,-78.763,02/07/2014,train,7,4,2,88921
avil,35.74,-79.02,10/12/2020,train,12,4,3,515558
avkl,37.4956,-122.244,08/01/2018,train,1,3,4,4827500
avkn,35.89794094,-79.06137581,24/05/2016,train,5,4,2,42661
avkx,35.84,-79.05931523,19/05/2020,train,5,4,1,3195
avmy,35.66219425,-79.24493949,04/09/2019,train,9,4,1,398
avnf,36.03,-78.69350426,10/03/2021,train,3,4,1,73
avni,35.794,-79.01230359,11/02/2015,train,2,4,1,508
avnv,35.63837411,-79.28918283,20/05/2015,train,5,4,2,52697
avot,39.16522,-96.91105,12/09/2016,train,9,1,3,192780
avpm,37.29192,-95.4521,06/07/2021,train,7,1,3,259496
avrd,37.6106,-121.229,14/05/2019,train,5,3,4,5115000
avrn,35.90023914,-79.07976939,18/04/2017,train,4,4,1,917
avro,35.90561194,-79.12277059,17/10/2019,train,10,4,4,1052902
avup,38.0739,-121.212,17/03/2021,train,3,3,4,4477452.5
avvp,35.49939,-97.67806,09/08/2017,train,8,4,4,1301609
avwf,35.68282063,-79.20662823,09/05/2016,train,5,4,1,73
avxe,35.64500116,-79.27687379,11/06/2019,train,6,4,1,9110
avxh,39.1766,-122.189,22/07/2015,train,7,3,4,4905000
avxm,39.16522,-96.91105,17/07/2017,train,7,1,3,177030
avxu,39.07775,-96.9059,18/07/2016,train,7,1,2,38115
avys,35.64949904,-79.26851946,18/10/2016,train,10,4,2,94266
avzx,35.89595332,-79.04546785,23/07/2015,train,7,4,2,24205
awab,35.48,-79.05807938,20/05/2021,train,5,4,2,21687
awcd,37.1145,-120.89,14/04/2020,train,4,3,4,6897500
awco,35.794,-79.01121605,22/09/2014,train,9,4,3,413415
awdc,35.70456483,-79.16624074,29/09/2019,train,9,4,1,5281
awde,35.65639225,-79.25571608,18/09/2013,train,9,4,1,250
awdn,37.2486,-120.851,09/08/2016,train,8,3,4,5472500
awen,35.68308678,-79.20613389,07/12/2015,train,12,4,1,1291
awfl,37.9495,-121.182,18/06/2019,train,6,3,4,2416088
awhc,35.794,-79.01828509,09/05/2016,train,5,4,2,30788
awig,37.2764,-120.954,14/01/2014,train,1,3,4,6925000
awis,35.6731595,-79.22457273,17/06/2021,train,6,4,2,62811
awjf,35.86412024,-78.79069194,06/05/2015,train,5,4,1,379
awmf,37.4583,-120.967,09/02/2016,train,2,3,3,403571
awnc,35.64031698,-79.28557415,02/12/2021,train,12,4,3,166963
awoe,35.794,-79.01180925,30/12/2014,train,12,4,1,7859
awog,35.86921353,-78.83145609,21/06/2017,train,6,4,3,132319
awoh,35.9065747,-79.13047601,11/03/2020,train,3,4,2,86683
awpd,38.307,-121.794,28/07/2015,train,7,3,4,1946686.668
awqn,35.64396319,-79.27880171,17/10/2019,train,10,4,2,31950
awqw,35.79,-79.03449941,22/10/2020,train,10,4,1,7261
awri,35.8585611,-78.74619937,09/08/2018,train,8,4,2,37674
awul,35.88191571,-78.93311789,19/07/2016,train,7,4,1,2420
awuz,36.6519,-120.632,02/02/2016,train,2,3,4,2490000
awvk,35.976,-78.71761476,11/09/2013,train,9,4,3,140664
awvt,36.17,-79.05244391,12/07/2018,train,7,4,2,41393
awxg,35.86023816,-78.75962171,27/06/2013,train,6,4,1,8948
axaz,37.61429993,-97.62981051,26/09/2016,train,9,1,2,82215
axbl,35.74,-79.07983029,27/07/2017,train,7,4,1,3994
axci,35.65649871,-79.25551835,04/09/2013,train,9,4,1,2890
axct,35.86008287,-78.7583789,27/06/2013,train,6,4,1,1687
axdf,37.8817,-121.249,17/06/2014,train,6,3,4,6053598.5
axeb,35.88418284,-78.95126291,20/07/2017,train,7,4,1,4115
axgi,39.08031907,-86.43086667,05/08/2019,train,8,1,3,508684
axhw,35.64607,-79.01837461,25/05/2016,train,5,4,1,17427
axkq,42.027378,-78.967089,16/10/2017,train,10,2,1,19689.79779
axml,35.8721018,-78.85457234,16/05/2019,train,5,4,1,5921
axmp,35.69703287,-79.18023053,22/06/2015,train,6,4,1,5083
axni,37.2639,-120.906,24/02/2021,train,2,3,4,7010000
axnl,35.6390927,-79.28784811,25/11/2014,train,11,4,1,8372
axoz,37.9616,-122.339,26/02/2014,train,2,3,4,7185000
axpt,35.66951329,-79.23134517,24/09/2015,train,9,4,3,317312
axqb,35.65782944,-79.25304665,13/03/2013,train,3,4,1,160
axqr,35.67560805,-79.22002481,09/01/2020,train,1,4,1,15975
axtg,37.4583,-120.967,13/04/2021,train,4,3,3,247259
axvq,38.37080661,-98.79520846,16/12/2014,train,12,1,3,392175
axwb,35.67249413,-79.22580858,12/10/2021,train,10,4,1,16701
axyl,35.794,-79.0099802,16/07/2014,train,7,4,3,250082
axyt,37.3041,-120.901,13/05/2014,train,5,3,4,6040000
axyv,41.702596,-85.022696,19/07/2021,train,7,1,2,90882
axzm,35.6874782,-79.1979773,24/05/2021,train,5,4,1,1452
ayam,40.03006,-77.2996,28/08/2019,train,8,2,3,173333
aydg,37.515,-121.012,12/02/2013,train,2,3,3,712938.5
aydk,35.64904659,-79.26935984,14/02/2017,train,2,4,1,1252
ayef,43.2247,-79.2719,14/08/2018,train,8,2,1,1297.726089
ayew,35.67419747,-79.22264481,22/10/2020,train,10,4,1,581
ayfj,37.8717,-121.526,21/08/2018,train,8,3,4,3741483.5
ayfy,35.70150414,-79.17192563,13/03/2013,train,3,4,1,218
aygz,35.976,-78.74172526,15/04/2015,train,4,4,1,290
ayhg,35.71470502,-79.14740642,31/08/2016,train,8,4,2,22591
ayin,41.992305,-78.929219,07/10/2013,train,10,2,1,17190.84924
ayiz,40.41446,-76.10177,14/10/2020,train,10,2,1,5067
ayle,35.68574824,-79.2011905,25/11/2014,train,11,4,1,436
aymx,39.150576,-96.930349,30/08/2021,train,8,1,4,8754384
ayne,35.74,-79.07814954,20/06/2017,train,6,4,1,944
aynw,35.98,-78.81778519,28/01/2020,train,1,4,1,2641
ayrn,35.9070716,-79.134453,10/06/2020,train,6,4,3,167012
ayrq,41.33056,-75.0422,26/08/2020,train,8,2,1,0
ayrx,41.707665,-73.382964,10/07/2018,train,7,2,1,6949.8
aysa,35.742,-79.20653594,22/06/2015,train,6,4,2,44850
aysm,35.95,-79.242,09/09/2013,train,9,4,3,142416
aysq,39.1766,-122.189,21/05/2019,train,5,3,4,5957500
aysy,36.17,-79.05204844,17/05/2018,train,5,4,1,198
aytj,44.05931364,-82.77038865,02/04/2017,train,4,1,1,160.410965
ayuc,35.86449292,-78.79367469,22/06/2015,train,6,4,1,2582
ayvj,37.9674,-121.464,16/12/2016,train,12,3,4,1898304.5
ayze,40.064685,-76.900309,20/06/2018,train,6,2,1,17133
ayzf,35.79,-79.02135,14/02/2017,train,2,4,1,391
ayzo,35.8786237,-78.90677033,20/05/2015,train,5,4,1,10562
azba,35.85716355,-78.73501409,15/07/2019,train,7,4,1,9004
azcy,36.04,-79.08818462,03/05/2018,train,5,4,2,77638
azde,37.42199569,-95.19710127,20/09/2021,train,9,1,3,608429
azef,35.79,-79.03533979,28/04/2021,train,4,4,2,81328
azet,37.2616,-120.906,13/05/2014,train,5,3,4,5695000
azfb,37.335,-122.064,01/02/2016,train,2,3,4,2252053.33
azfm,35.65506151,-79.25818778,23/06/2014,train,6,4,1,10166
azhl,35.66842208,-79.23337196,24/05/2016,train,5,4,1,484
azis,38.0455,-121.469,28/02/2017,train,2,3,4,1882022
azkl,37.6003,-121.224,09/09/2014,train,9,3,4,6050000
azkq,35.63983791,-79.28646396,20/09/2017,train,9,4,1,18880
azlk,35.59,-78.94579455,01/06/2019,train,6,4,2,56872
azly,35.6840449,-79.20435427,23/07/2015,train,7,4,2,21784
azmc,37.5582,-121.164,14/10/2014,train,10,3,4,6162500
azni,38.83044999,-75.24813333,07/08/2019,train,8,4,1,7000
aznr,37.5394,-121.122,09/05/2017,train,5,3,4,5040000
azoa,37.2583,-120.475,09/05/2017,train,5,3,4,3253008.5
azoe,43.89903,-110.6734,15/08/2017,train,8,3,2,45326.8
azqj,37.6003,-121.224,13/05/2014,train,5,3,4,5402500
azql,40.53035,-75.06953,31/08/2017,train,8,2,3,311067
azsd,37.4583,-120.967,11/06/2019,train,6,3,4,1217696
azsz,37.6399,-121.78,11/08/2020,train,8,3,4,5757500
aztk,35.89020784,-78.99948391,15/05/2020,train,5,4,3,152489
azub,35.86576624,-78.80386572,24/09/2015,train,9,4,3,243402
azvc,37.7705,-121.292,17/09/2013,train,9,3,4,2096951
azwk,35.64550684,-79.27593455,10/04/2019,train,4,4,1,14523
azwx,35.72061348,-79.1364321,08/06/2016,train,6,4,1,83
azxt,35.90092238,-79.08523775,16/08/2017,train,8,4,2,77455
azyt,35.71646159,-79.14414379,07/05/2013,train,5,4,1,3961
baav,35.62476,-78.71140071,22/06/2016,train,6,4,2,69709
babh,35.69362619,-79.18655807,14/02/2017,train,2,4,2,81332
bacc,35.71241616,-79.15165774,13/09/2021,train,9,4,1,3031
baeh,37.3204,-120.983,10/08/2021,train,8,3,4,6405000
baen,35.68225,-79.07802,07/06/2016,train,6,4,2,56016
bagu,35.71095235,-79.1543766,11/05/2016,train,5,4,1,6172
bajg,38.99724,-108.0512,23/07/2017,train,7,3,2,23916
baky,37.6031,-121.132,25/03/2015,train,3,3,4,2635186.5
bals,35.2,-79.1044978,25/07/2018,train,7,4,1,376
bane,44.96801534,-81.48620219,09/08/2017,train,8,1,1,1059.785826
banm,44.21011,-69.52274,10/07/2017,train,7,2,2,22610
baoj,35.68146328,-79.20914936,21/11/2016,train,11,4,1,2011
baop,35.62581197,-79.31251563,07/06/2016,train,6,4,2,58353
baos,35.71707373,-79.14300681,12/06/2018,train,6,4,1,10644
bapc,40.4189,-122.214,20/05/2015,train,5,3,4,6822500
bapf,39.21155,-97.00559,24/06/2013,train,6,1,2,27090
basj,35.435,-78.87967709,12/08/2014,train,8,4,1,3101
basy,36.169,-79.07004238,02/05/2013,train,5,4,1,8307
bato,41.38936,-85.83056,06/07/2017,train,7,1,1,17921
bavj,35.34,-79.04651185,29/09/2021,train,9,4,1,1196
bavo,41.992305,-78.929219,14/08/2014,train,8,2,1,13161.83673
bawe,35.67119001,-79.22823084,06/05/2015,train,5,4,2,44698
baxo,35.85887166,-78.74868499,18/05/2020,train,5,4,1,9242
bayk,35.70264857,-79.16979998,15/07/2014,train,7,4,1,1634
bazp,35.79,-79.03558696,28/04/2021,train,4,4,3,334750
bbah,37.515,-121.012,09/04/2013,train,4,3,4,1982973.5
bbbc,35.71749956,-79.14221586,01/06/2019,train,6,4,1,17093
bbbm,40.0306,-77.29905,22/07/2021,train,7,2,1,3800
bbbp,40.51208,-90.14863,09/08/2017,train,8,1,3,117329.6
bbct,39.40763,-99.44667,08/07/2019,train,7,1,1,6930
bbcy,37.9631,-101.75919,08/06/2017,train,6,1,3,483840
bbed,35.69450447,-79.18492675,19/07/2016,train,7,4,2,31556
bbfo,35.61,-78.94778304,01/09/2019,train,9,4,2,72629
bbgg,35.443,-78.87197167,12/08/2014,train,8,4,1,14087
bbig,41.66553,-75.34247,23/08/2017,train,8,2,2,33067
bbio,35.90197831,-79.09368885,22/03/2018,train,3,4,1,16597
bbip,35.68268755,-79.2068754,09/05/2016,train,5,4,1,937
bblz,35.74,-79.07963256,20/06/2017,train,6,4,1,4448
bbmf,48.62107,-113.1088,04/09/2017,train,9,3,2,24382
bbms,38.31806,-96.99139,03/06/2019,train,6,1,3,112770
bbov,35.64143479,-79.28349793,24/05/2021,train,5,4,2,85684
bbri,38.38889,-97.09306,24/06/2013,train,6,1,3,254520
bbrr,35.71670112,-79.14369888,22/08/2018,train,8,4,1,1452
bbsi,48.47916,-104.3491,21/06/2017,train,6,3,1,2758.218099
bbue,43.516667,-79.08,14/08/2018,train,8,2,1,6254.348617
bbur,41.70986917,-85.0363,16/07/2019,train,7,1,2,41360
bbut,35.79,-79.02896282,10/04/2019,train,4,4,2,22075
bbvf,35.870021,-78.8379187,10/01/2018,train,1,4,1,2376
bbvs,38.9353,-121.408,16/04/2019,train,4,3,4,5445000
bbwo,35.64175417,-79.28290472,17/03/2021,train,3,4,2,22389
bbws,35.65436,-79.01166344,24/08/2016,train,8,4,2,29046
bbzd,35.794,-79.01433038,22/06/2015,train,6,4,2,73582
bbzs,35.76,-79.1074144,20/08/2020,train,8,4,3,276901
bccc,35.71856415,-79.14023851,01/09/2019,train,9,4,2,20332
bcds,35.89,-78.88,02/06/2017,train,6,4,3,629147
bcfd,37.2316,-120.876,22/09/2015,train,9,3,3,726500
bcju,44.40766959,-83.25381518,10/08/2017,train,8,1,1,1203.422751
bcjw,35.64607,-79.0203631,25/05/2016,train,5,4,2,22111
bcng,35.75334,-97.86541,11/09/2017,train,9,4,3,383000
bcnm,35.794,-79.004,25/02/2014,train,2,4,1,11203
bcpr,35.68606762,-79.20059729,13/08/2020,train,8,4,3,187551
bcpw,35.89831362,-79.06435855,19/07/2016,train,7,4,2,93914
bcrk,38.0739,-121.212,20/02/2018,train,2,3,4,4529556.5
bcrx,35.83646,-78.9763,25/11/2014,train,11,4,3,224620
bcsi,38.25605667,-86.77640306,16/08/2021,train,8,1,3,340307
bctg,35.64992488,-79.26772852,19/07/2016,train,7,4,2,33886
bcwb,35.87384097,-78.86849181,11/03/2020,train,3,4,1,2905
bcxx,38.2361,-121.419,18/10/2016,train,10,3,4,2885539.998
bdbv,45.278333,-82.451667,21/04/2015,train,4,1,1,302.451904
bdbx,38.3068,-121.693,15/05/2018,train,5,3,4,6347500
bddt,35.69732563,-79.17968676,20/05/2015,train,5,4,1,929
bdee,35.7192029,-79.1390521,11/06/2018,train,6,4,1,6172
bdey,35.67039157,-79.22971386,07/07/2015,train,7,4,1,1126
bdhx,35.68641361,-79.19995465,08/11/2021,train,11,4,3,170401
bdis,37.6667,-120.898,07/11/2017,train,11,3,4,5386016
bdix,35.98,-78.78348365,14/12/2017,train,12,4,1,11618
bdjp,35.64571976,-79.27553907,19/02/2019,train,2,4,1,7261
bdma,38.04772,-97.20234,27/09/2021,train,9,1,3,216203
bdmq,35.86421341,-78.79143763,20/05/2015,train,5,4,1,2905
bdob,39.07775,-96.9059,11/10/2021,train,10,1,1,4723
bdoh,42.021242,-78.95833,11/06/2014,train,6,2,1,16.45985401
bduj,35.63009694,-79.30455677,07/12/2015,train,12,4,1,10435
bdvi,39.80534,-76.88722,02/08/2017,train,8,2,3,548267
bdws,37.2764,-120.954,01/11/2016,train,11,3,4,6802500
bdxj,39.21155,-97.00559,10/08/2015,train,8,1,3,567630
bdxv,35.70499066,-79.16544979,28/06/2017,train,6,4,1,415
bdxz,35.89598437,-79.04571641,06/08/2015,train,8,4,1,10166
bdyp,35.63592555,-79.29373075,21/06/2016,train,6,4,1,3861
bdzr,35.8,-79.03993714,20/09/2017,train,9,4,3,147406
bebd,35.71560992,-79.14572567,25/05/2016,train,5,4,1,2868
becq,35.71395981,-79.14879057,27/07/2016,train,7,4,1,11183
bedw,35.87452422,-78.87396017,15/07/2020,train,7,4,1,3961
begh,35.8860773,-78.96642518,13/06/2018,train,6,4,1,3268
begp,35.64912644,-79.26921154,24/01/2017,train,1,4,1,110
begy,35.72511136,-79.12807777,06/06/2018,train,6,4,1,6644
beiw,42.027378,-78.967089,03/09/2019,train,9,2,1,15634.66667
beko,35.64225985,-79.28196548,24/09/2020,train,9,4,3,415715
belt,35.9035622,-79.10636551,06/12/2018,train,12,4,1,6622
bema,37.6031,-121.132,01/04/2015,train,4,3,4,3047366.5
bemf,35.62476,-78.71239496,27/07/2016,train,7,4,2,21784
bemv,35.51,-79.09703329,19/07/2018,train,7,4,2,21629
benw,42.024803,-78.964352,24/09/2013,train,9,2,1,14277.83163
beom,38.08838,-91.45204,01/08/2017,train,8,1,2,45467
beqd,35.7054165,-79.16465885,31/08/2016,train,8,4,1,8714
berb,35.66541462,-79.23895799,20/09/2017,train,9,4,3,308367
besc,35.87315773,-78.86302345,17/10/2019,train,10,4,1,4357
besx,35.98,-78.77155268,28/03/2017,train,3,4,1,1263
beta,35.71422596,-79.14829623,11/05/2016,train,5,4,1,3358
bete,35.64973858,-79.26807456,10/08/2016,train,8,4,1,436
beuj,37.8189,-121.358,09/02/2015,train,2,3,4,3096696.5
bewh,38.133,-121.522,19/04/2016,train,4,3,4,1390290.5
bexa,35.84,-79.05995787,04/06/2020,train,6,4,1,3227
beyu,35.65796251,-79.25279948,12/02/2013,train,2,4,1,8810
bezh,35.87672924,-78.89160806,12/10/2021,train,10,4,2,85420
bezn,37.3736,-121.933,20/11/2013,train,11,3,4,4660000
bfag,33.06712,-95.73801,02/08/2017,train,8,4,4,1053300
bfan,38.68088,-96.55693,17/09/2018,train,9,1,2,43785
bfay,35.71018052,-79.15581019,22/06/2016,train,6,4,1,5083
bfbd,35.87626339,-78.88787963,05/08/2021,train,8,4,1,1245
bfbn,38.78199034,-85.69828611,12/06/2017,train,6,1,2,80552
bfcn,35.976,-78.75639041,13/04/2016,train,4,4,1,3340
bffy,36.045,-79.09204046,25/07/2013,train,7,4,2,20036
bffz,39.07775,-96.9059,26/07/2021,train,7,1,3,215022
bfgp,35.70754567,-79.16070414,10/08/2016,train,8,4,1,2947
bfgr,35.68836,-78.69698412,24/08/2016,train,8,4,1,2734
bfip,36.04,-79.08981594,15/08/2018,train,8,4,1,16592
bfir,35.794,-79.01517076,06/08/2015,train,8,4,1,19364
bfjb,35.81,-78.8809199,06/07/2017,train,7,4,3,165356
bfjd,35.70954177,-79.1569966,24/08/2016,train,8,4,1,1355
bfmm,35.88542511,-78.96120538,22/03/2018,train,3,4,2,34855
